-0.484,0.073,-0.109
-0.474,0.071,-0.107
-0.465,0.069,-0.106
-0.455,0.067,-0.105
-0.445,0.065,-0.104
-0.435,0.063,-0.103
-0.425,0.061,-0.102
-0.415,0.059,-0.101
-0.406,0.058,-0.1
-0.396,0.056,-0.098
-0.386,0.054,-0.097
-0.376,0.052,-0.096
-0.366,0.05,-0.095
-0.356,0.049,-0.094
-0.347,0.047,-0.093
-0.337,0.045,-0.092
-0.327,0.044,-0.091
-0.317,0.042,-0.09
-0.307,0.04,-0.089
-0.297,0.039,-0.088
-0.287,0.037,-0.087
-0.278,0.036,-0.086
-0.268,0.034,-0.085
-0.258,0.033,-0.084
-0.248,0.031,-0.083
-0.238,0.03,-0.082
-0.228,0.028,-0.081
-0.218,0.027,-0.08
-0.208,0.025,-0.079
-0.198,0.024,-0.078
-0.188,0.023,-0.078
-0.179,0.021,-0.077
-0.169,0.02,-0.076
-0.159,0.018,-0.075
-0.149,0.017,-0.074
-0.139,0.016,-0.073
-0.129,0.015,-0.072
-0.119,0.013,-0.071
-0.109,0.012,-0.07
-0.099,0.011,-0.069
-0.089,0.01,-0.068
-0.079,0.009,-0.067
-0.069,0.007,-0.066
-0.059,0.006,-0.066
-0.05,0.005,-0.065
-0.04,0.004,-0.064
-0.03,0.003,-0.063
-0.02,0.002,-0.062
-0.01,0.001,-0.061
0.0,-0.0,-0.06
0.01,-0.001,-0.059
0.02,-0.002,-0.058
0.03,-0.003,-0.057
0.04,-0.004,-0.056
0.05,-0.005,-0.055
0.06,-0.006,-0.054
0.07,-0.007,-0.053
0.08,-0.008,-0.052
0.09,-0.008,-0.051
0.1,-0.009,-0.05
0.11,-0.01,-0.05
0.12,-0.011,-0.049
0.13,-0.012,-0.048
0.14,-0.012,-0.047
0.15,-0.013,-0.046
0.16,-0.014,-0.045
0.17,-0.015,-0.043
0.18,-0.015,-0.042
0.189,-0.016,-0.041
0.199,-0.017,-0.04
0.209,-0.017,-0.039
0.219,-0.018,-0.038
0.229,-0.019,-0.037
0.239,-0.019,-0.036
0.249,-0.02,-0.035
0.259,-0.02,-0.034
0.269,-0.021,-0.033
0.279,-0.021,-0.032
0.289,-0.022,-0.031
0.299,-0.022,-0.029
0.309,-0.023,-0.028
0.319,-0.023,-0.027
0.329,-0.024,-0.026
0.339,-0.024,-0.025
0.349,-0.025,-0.023
0.359,-0.025,-0.022
0.369,-0.026,-0.021
0.379,-0.026,-0.02
0.389,-0.026,-0.018
0.399,-0.027,-0.017
